chr1:1718760-1718880	GNB1_Ex_11
chr2:241643642-241643761	chr2q37.3
chr2:242264324-242264443	chr2q37.3
chr20:291108-291227	chr20p13
chr20:895359-895478	chr20p13
chr20:2730811-2730930	chr20p13
chr20:3635454-3635573	chr20p13
chr20:4567756-4567875	chr20p13
chr20:5255435-5255554	chr20p12.3
chr20:6420554-6420673	chr20p12.3
chr20:8028798-8028917	chr20p12.3
chr20:8759682-8759801	chr20p12.3
chr20:9975895-9976014	chr20p12.2
chr20:10591494-10591613	chr20p12.2
chr20:11199894-11200013	chr20p12.2
chr20:12330237-12330356	chr20p12.1
chr20:13920075-13920194	chr20p12.1
chr20:14522271-14522390	chr20p12.1
chr20:15748482-15748601	chr20p12.1
chr20:16978465-16978584	chr20p12.1
chr20:18124748-18124867	chr20p11.23
chr20:19024693-19024812	chr20p11.23
chr20:19636970-19637089	chr20p11.23
chr20:20278085-20278204	chr20p11.23
chr20:21485188-21485307	chr20p11.22
chr20:22087611-22087730	chr20p11.22
chr20:22999950-23000069	chr20p11.21
chr20:23863736-23863855	chr20p11.21
chr20:24611526-24611645	chr20p11.21
chr20:25977790-25977909	chr20p11.1
chr20:31019366-31019486	ASXL1_Ex_10
chr20:31020673-31020793	ASXL1_Ex_11
chr20:31021007-31021127	ASXL1_Ex_12
chr20:31021127-31021247	ASXL1_Ex_12
chr20:31021247-31021367	ASXL1_Ex_12
chr20:31021367-31021487	ASXL1_Ex_12
chr20:31021487-31021607	ASXL1_Ex_12
chr20:31021607-31021727	ASXL1_Ex_12
chr20:31022225-31022345	ASXL1_Ex_13
chr20:31022345-31022465	ASXL1_Ex_13
chr20:31022465-31022585	ASXL1_Ex_13
chr20:31022585-31022705	ASXL1_Ex_13
chr20:31022705-31022825	ASXL1_Ex_13
chr20:31022825-31022945	ASXL1_Ex_13
chr20:31022945-31023065	ASXL1_Ex_13
chr20:31023065-31023185	ASXL1_Ex_13
chr20:31023185-31023305	ASXL1_Ex_13
chr20:31023305-31023425	ASXL1_Ex_13
chr20:31023425-31023545	ASXL1_Ex_13
chr20:31023545-31023665	ASXL1_Ex_13
chr20:31023665-31023785	ASXL1_Ex_13
chr20:31023785-31023905	ASXL1_Ex_13
chr20:31023905-31024025	ASXL1_Ex_13
chr20:31024025-31024145	ASXL1_Ex_13
chr20:31024145-31024265	ASXL1_Ex_13
chr20:31024265-31024385	ASXL1_Ex_13
chr20:31024385-31024505	ASXL1_Ex_13
chr20:31024505-31024625	ASXL1_Ex_13
chr20:31024625-31024745	ASXL1_Ex_13
chr20:31024745-31024865	ASXL1_Ex_13
chr20:31024865-31024985	ASXL1_Ex_13
chr20:31024985-31025105	ASXL1_Ex_13
chr20:31025105-31025225	ASXL1_Ex_13
chr20:31208452-31208571	chr20q11.21
chr20:31981373-31981492	chr20q11.21
chr20:32989991-32990110	chr20q11.22
chr20:34961186-34961305	chr20q11.23
chr20:35619707-35619826	chr20q11.23
chr20:36269837-36269956	chr20q11.23
chr20:36921798-36921917	chr20q11.23
chr20:37522820-37522939	chr20q11.23
chr20:38870581-38870700	chr20q12
chr20:39516710-39516829	chr20q12
chr20:40563982-40564101	chr20q12
chr20:41169879-41169998	chr20q12
chr20:42291508-42291627	chr20q13.12
chr20:42971041-42971160	chr20q13.12
chr20:43911110-43911229	chr20q13.12
chr20:44807927-44808046	chr20q13.12
chr20:45923324-45923443	chr20q13.12
chr20:46539174-46539293	chr20q13.13
chr20:47615015-47615134	chr20q13.13
chr20:48792933-48793052	chr20q13.13
chr20:50219553-50219672	chr20q13.2
chr20:50846785-50846904	chr20q13.2
chr20:51726286-51726405	chr20q13.2
chr20:52335031-52335150	chr20q13.2
chr20:52967114-52967233	chr20q13.2
chr20:53854015-53854134	chr20q13.2
chr20:54752418-54752537	chr20q13.2
chr20:55378392-55378511	chr20q13.31
chr20:56291779-56291898	chr20q13.31
chr20:57202921-57203040	chr20q13.32
chr20:57484375-57484495	GNAS_Ex_8
chr20:57484536-57484656	GNAS_Ex_9
chr20:57484669-57484789	GNAS_Ex_10
chr20:57484789-57484909	GNAS_Ex_10
chr20:57809655-57809774	chr20q13.32
chr20:58711685-58711804	chr20q13.33
chr20:59916169-59916288	chr20q13.33
chr20:61438100-61438219	chr20q13.33
chr20:62695965-62696084	chr20q13.33
chr21:10002746-10002865	chr21p11.2
chr21:14929961-14930080	chr21q11.2
chr21:15690026-15690145	chr21q11.2
chr21:16752722-16752841	chr21q21.1
chr21:18433229-18433348	chr21q21.1
chr21:19405911-19406030	chr21q21.1
chr21:20092185-20092304	chr21q21.1
chr21:20734556-20734675	chr21q21.1
chr21:21338520-21338639	chr21q21.1
chr21:22182531-22182650	chr21q21.1
chr21:22813108-22813227	chr21q21.1
chr21:23437865-23437984	chr21q21.1
chr21:24474869-24474988	chr21q21.2
chr21:25518419-25518538	chr21q21.2
chr21:26571924-26572043	chr21q21.2
chr21:27442537-27442656	chr21q21.3
chr21:28044615-28044734	chr21q21.3
chr21:28887298-28887417	chr21q21.3
chr21:29509156-29509275	chr21q21.3
chr21:30136809-30136928	chr21q21.3
chr21:31247259-31247378	chr21q21.3
chr21:31855242-31855361	chr21q22.11
chr21:32602347-32602466	chr21q22.11
chr21:33332094-33332213	chr21q22.11
chr21:34324219-34324338	chr21q22.11
chr21:35206821-35206940	chr21q22.11
chr21:35992961-35993080	chr21q22.12
chr21:36164392-36164512	RUNX1_Ex_9
chr21:36164512-36164632	RUNX1_Ex_9
chr21:36164632-36164752	RUNX1_Ex_9
chr21:36164752-36164872	RUNX1_Ex_9
chr21:36164872-36164992	RUNX1_Ex_9
chr21:36171548-36171668	RUNX1_Ex_8
chr21:36171668-36171788	RUNX1_Ex_8
chr21:36206697-36206817	RUNX1_Ex_7
chr21:36206817-36206937	RUNX1_Ex_7
chr21:36231761-36231881	RUNX1_Ex_6
chr21:36252774-36252894	RUNX1_Ex_5
chr21:36252894-36253014	RUNX1_Ex_5
chr21:36259070-36259190	RUNX1_Ex_4
chr21:36259190-36259310	RUNX1_Ex_4
chr21:36259310-36259430	RUNX1_Ex_4
chr21:36265202-36265322	RUNX1_Ex_3
chr21:36421119-36421239	RUNX1_Ex_2
chr21:36646221-36646340	chr21q22.12
chr21:37312662-37312781	chr21q22.12
chr21:38088491-38088610	chr21q22.13
chr21:38711121-38711240	chr21q22.13
chr21:39338753-39338872	chr21q22.13
chr21:39971285-39971404	chr21q22.2
chr21:40817012-40817131	chr21q22.2
chr21:41433876-41433995	chr21q22.2
chr21:42061418-42061537	chr21q22.2
chr21:42689224-42689343	chr21q22.3
chr21:43318797-43318916	chr21q22.3
chr21:44362845-44362964	chr21q22.3
chr21:44513202-44513322	U2AF1_Ex_8
chr21:44513322-44513442	U2AF1_Ex_8
chr21:44514665-44514785	U2AF1_Ex_6
chr21:44514785-44514905	U2AF1_Ex_6
chr21:44524415-44524535	U2AF1_Ex_2
chr21:45624077-45624196	chr21q22.3
chr21:46264316-46264435	chr21q22.3
chr21:47715047-47715166	chr21q22.3
chr22:16054681-16054800	chr22q11.1
chr22:16877740-16877859	chr22q11.1
chr22:17671074-17671193	chr22q11.1
chr22:18429635-18429754	chr22q11.21
chr22:19466827-19466946	chr22q11.21
chr22:20240172-20240291	chr22q11.21
chr22:21317101-21317220	chr22q11.21
chr22:22093533-22093652	chr22q11.21
chr22:23454822-23454941	chr22q11.22
chr22:24088265-24088384	chr22q11.23
chr22:25182565-25182684	chr22q11.23
chr22:25944419-25944538	chr22q12.1
chr22:26737952-26738071	chr22q12.1
chr22:27507072-27507191	chr22q12.1
chr22:28146853-28146973	MN1_Ex_2
chr22:28146973-28147093	MN1_Ex_2
chr22:28192651-28192771	MN1_Ex_1
chr22:28192771-28192891	MN1_Ex_1
chr22:28192891-28193011	MN1_Ex_1
chr22:28193011-28193131	MN1_Ex_1
chr22:28193131-28193251	MN1_Ex_1
chr22:28193251-28193371	MN1_Ex_1
chr22:28193371-28193491	MN1_Ex_1
chr22:28193491-28193611	MN1_Ex_1
chr22:28193611-28193731	MN1_Ex_1
chr22:28193731-28193851	MN1_Ex_1
chr22:28193851-28193971	MN1_Ex_1
chr22:28193971-28194091	MN1_Ex_1
chr22:28194091-28194211	MN1_Ex_1
chr22:28194211-28194331	MN1_Ex_1
chr22:28194331-28194451	MN1_Ex_1
chr22:28194451-28194571	MN1_Ex_1
chr22:28194571-28194691	MN1_Ex_1
chr22:28194691-28194811	MN1_Ex_1
chr22:28194811-28194931	MN1_Ex_1
chr22:28194931-28195051	MN1_Ex_1
chr22:28195051-28195171	MN1_Ex_1
chr22:28195171-28195291	MN1_Ex_1
chr22:28195291-28195411	MN1_Ex_1
chr22:28195411-28195531	MN1_Ex_1
chr22:28195531-28195651	MN1_Ex_1
chr22:28195651-28195771	MN1_Ex_1
chr22:28195771-28195891	MN1_Ex_1
chr22:28195891-28196011	MN1_Ex_1
chr22:28196011-28196131	MN1_Ex_1
chr22:28196131-28196251	MN1_Ex_1
chr22:28196251-28196371	MN1_Ex_1
chr22:28196371-28196491	MN1_Ex_1
chr22:28196491-28196611	MN1_Ex_1
chr22:28301684-28301803	chr22q12.1
chr22:29083855-29083975	CHEK2_Ex15
chr22:29085083-29085203	CHEK2_Ex14
chr22:29089990-29090110	CHEK2_Ex13
chr22:29091055-29091175	CHEK2_Ex12
chr22:29091175-29091295	CHEK2_Ex12
chr22:29091638-29091758	CHEK2_Ex11
chr22:29091758-29091878	CHEK2_Ex11
chr22:29092859-29092979	CHEK2_Ex10
chr22:29095806-29095926	CHEK2_Ex9
chr22:29099483-29099603	CHEK2_Ex8
chr22:29105954-29106074	CHEK2_Ex7
chr22:29107887-29108007	CHEK2_Ex6
chr22:29115373-29115493	CHEK2_Ex5
chr22:29120935-29121055	CHEK2_Ex4
chr22:29121055-29121175	CHEK2_Ex4
chr22:29121161-29121281	CHEK2_Ex3
chr22:29121281-29121401	CHEK2_Ex3
chr22:29130361-29130481	CHEK2_Ex2
chr22:29130481-29130601	CHEK2_Ex2
chr22:29130601-29130721	CHEK2_Ex2
chr22:29727807-29727926	chr22q12.2
chr22:30390322-30390441	chr22q12.2
chr22:30730573-30730693	SF3A1_Ex_16
chr22:30731446-30731566	SF3A1_Ex_15
chr22:30731631-30731751	SF3A1_Ex_14
chr22:30732955-30733075	SF3A1_Ex_13
chr22:30733075-30733195	SF3A1_Ex_13
chr22:30733669-30733789	SF3A1_Ex_12
chr22:30733789-30733909	SF3A1_Ex_12
chr22:30734748-30734868	SF3A1_Ex_11
chr22:30734868-30734988	SF3A1_Ex_11
chr22:30734988-30735108	SF3A1_Ex_11
chr22:30735069-30735189	SF3A1_Ex_10
chr22:30735189-30735309	SF3A1_Ex_10
chr22:30736135-30736255	SF3A1_Ex_9
chr22:30736255-30736375	SF3A1_Ex_9
chr22:30736624-30736744	SF3A1_Ex_8
chr22:30736744-30736864	SF3A1_Ex_8
chr22:30737651-30737771	SF3A1_Ex_7
chr22:30737771-30737891	SF3A1_Ex_7
chr22:30738139-30738259	SF3A1_Ex_6
chr22:30738259-30738379	SF3A1_Ex_6
chr22:30738784-30738904	SF3A1_Ex_5
chr22:30740902-30741022	SF3A1_Ex_4
chr22:30741022-30741142	SF3A1_Ex_4
chr22:30741142-30741262	SF3A1_Ex_4
chr22:30742271-30742391	SF3A1_Ex_3
chr22:30742391-30742511	SF3A1_Ex_3
chr22:30748880-30749000	SF3A1_Ex_2
chr22:30749000-30749120	SF3A1_Ex_2
chr22:30752709-30752829	SF3A1_Ex_1
chr22:31370274-31370393	chr22q12.2
chr22:32573384-32573503	chr22q12.3
chr22:33457825-33457944	chr22q12.3
chr22:34575957-34576076	chr22q12.3
chr22:35277687-35277806	chr22q12.3
chr22:36037019-36037138	chr22q12.3
chr22:36971898-36972017	chr22q12.3
chr22:37641351-37641470	chr22q13.1
chr22:38662225-38662344	chr22q13.1
chr22:39495611-39495730	chr22q13.1
chr22:40592569-40592688	chr22q13.1
chr22:41399332-41399451	chr22q13.2
chr22:43094281-43094400	chr22q13.2
chr22:43872727-43872846	chr22q13.2
chr22:44914652-44914771	chr22q13.31
chr22:46235046-46235165	chr22q13.31
chr22:46858944-46859063	chr22q13.31
chr22:47508514-47508633	chr22q13.31
chr22:48279338-48279457	chr22q13.31
chr22:49315981-49316100	chr22q13.32
chr22:49926838-49926957	chr22q13.33
chr22:50622155-50622274	chr22q13.34
chr3:582189-582308	chr3p26.3
chr3:1191982-1192101	chr3p26.3
chr3:2075967-2076086	chr3p26.3
chr3:2706001-2706120	chr3p26.3
chr3:3307925-3308044	chr3p26.2
chr3:4224672-4224791	chr3p26.1
chr3:5113474-5113593	chr3p26.1
chr3:5719802-5719921	chr3p26.1
chr3:6610009-6610128	chr3p26.1
chr3:7210669-7210788	chr3p26.1
chr3:7862561-7862680	chr3p26.1
chr3:9037910-9038029	chr3p25.3
chr3:9645467-9645586	chr3p25.3
chr3:10540263-10540382	chr3p25.3
chr3:11434084-11434203	chr3p25.3
chr3:12476996-12477115	chr3p25.2
chr3:13255081-13255200	chr3p25.2
chr3:14158161-14158280	chr3p25.1
chr3:15152003-15152122	chr3p25.1
chr3:16251936-16252055	chr3p25.1
chr3:17134298-17134417	chr3p24.3
chr3:18290474-18290593	chr3p24.3
chr3:18914742-18914861	chr3p24.3
chr3:19565374-19565493	chr3p24.3
chr3:20465149-20465268	chr3p24.3
chr3:21674050-21674169	chr3p24.3
chr3:22287936-22288055	chr3p24.3
chr3:22900556-22900675	chr3p24.3
chr3:23768807-23768926	chr3p24.3
chr3:24666234-24666353	chr3p24.2
chr3:25597439-25597558	chr3p24.2
chr3:26455839-26455958	chr3p24.1
chr3:27663652-27663771	chr3p24.1
chr3:28591491-28591610	chr3p24.1
chr3:29205849-29205968	chr3p24.1
chr3:30118659-30118778	chr3p24.1
chr3:31200972-31201091	chr3p23
chr3:31919518-31919637	chr3p23
chr3:32883537-32883656	chr3p22.3
chr3:33998777-33998896	chr3p22.3
chr3:34607129-34607248	chr3p22.3
chr3:35229159-35229278	chr3p22.3
chr3:36987024-36987143	chr3p22.2
chr3:37611801-37611920	chr3p22.2
chr3:38541259-38541378	chr3p22.2
chr3:39214253-39214372	chr3p22.2
chr3:40336167-40336286	chr3p22.1
chr3:41168548-41168667	chr3p22.1
chr3:41265550-41265670	CTNNB1_Ex_2
chr3:41266007-41266127	CTNNB1_Ex_3
chr3:41266127-41266247	CTNNB1_Ex_3
chr3:41266395-41266515	CTNNB1_Ex_4
chr3:41266515-41266635	CTNNB1_Ex_4
chr3:41266635-41266755	CTNNB1_Ex_4
chr3:41266745-41266865	CTNNB1_Ex_5
chr3:41266865-41266985	CTNNB1_Ex_5
chr3:41266985-41267105	CTNNB1_Ex_5
chr3:41267141-41267261	CTNNB1_Ex_6
chr3:41267261-41267381	CTNNB1_Ex_6
chr3:41268649-41268769	CTNNB1_Ex_7
chr3:41268769-41268889	CTNNB1_Ex_7
chr3:41274822-41274942	CTNNB1_Ex_8
chr3:41275010-41275130	CTNNB1_Ex_9
chr3:41275130-41275250	CTNNB1_Ex_9
chr3:41275250-41275370	CTNNB1_Ex_9
chr3:41275600-41275720	CTNNB1_Ex_10
chr3:41275720-41275840	CTNNB1_Ex_10
chr3:41277135-41277255	CTNNB1_Ex_11
chr3:41277255-41277375	CTNNB1_Ex_11
chr3:41277750-41277870	CTNNB1_Ex_12
chr3:41277870-41277990	CTNNB1_Ex_12
chr3:41278019-41278139	CTNNB1_Ex_13
chr3:41278139-41278259	CTNNB1_Ex_13
chr3:41279477-41279597	CTNNB1_Ex_14
chr3:41280605-41280725	CTNNB1_Ex_15
chr3:41280725-41280845	CTNNB1_Ex_15
chr3:42141194-42141313	chr3p22.1
chr3:42449165-42449285	SETBP1_Ex_3
chr3:43176961-43177080	chr3p22.1
chr3:43965542-43965661	chr3p21.33
chr3:44826255-44826374	chr3p21.31
chr3:45459228-45459347	chr3p21.31
chr3:46149103-46149222	chr3p21.31
chr3:46962976-46963095	chr3p21.31
chr3:47058573-47058693	SETD2_Ex_21
chr3:47058693-47058813	SETD2_Ex_21
chr3:47059118-47059238	SETD2_Ex_20
chr3:47061210-47061330	SETD2_Ex_19
chr3:47079126-47079246	SETD2_Ex_18
chr3:47079246-47079366	SETD2_Ex_18
chr3:47083951-47084071	SETD2_Ex_17
chr3:47084071-47084191	SETD2_Ex_17
chr3:47087927-47088047	SETD2_Ex_16
chr3:47088047-47088167	SETD2_Ex_16
chr3:47098261-47098381	SETD2_Ex_15
chr3:47098381-47098501	SETD2_Ex_15
chr3:47098501-47098621	SETD2_Ex_15
chr3:47098621-47098741	SETD2_Ex_15
chr3:47098741-47098861	SETD2_Ex_15
chr3:47098861-47098981	SETD2_Ex_15
chr3:47103603-47103723	SETD2_Ex_14
chr3:47103723-47103843	SETD2_Ex_14
chr3:47108530-47108650	SETD2_Ex_13
chr3:47125160-47125280	SETD2_Ex_12
chr3:47125280-47125400	SETD2_Ex_12
chr3:47125400-47125520	SETD2_Ex_12
chr3:47125520-47125640	SETD2_Ex_12
chr3:47125640-47125760	SETD2_Ex_12
chr3:47125760-47125880	SETD2_Ex_12
chr3:47127655-47127775	SETD2_Ex_11
chr3:47127775-47127895	SETD2_Ex_11
chr3:47129503-47129623	SETD2_Ex_10
chr3:47129623-47129743	SETD2_Ex_10
chr3:47139435-47139555	SETD2_Ex_9
chr3:47139555-47139675	SETD2_Ex_9
chr3:47142938-47143058	SETD2_Ex_8
chr3:47144816-47144936	SETD2_Ex_7
chr3:47147447-47147567	SETD2_Ex_6
chr3:47147567-47147687	SETD2_Ex_6
chr3:47155296-47155416	SETD2_Ex_5
chr3:47155416-47155536	SETD2_Ex_5
chr3:47158013-47158133	SETD2_Ex_4
chr3:47158133-47158253	SETD2_Ex_4
chr3:47161662-47161782	SETD2_Ex_3
chr3:47161782-47161902	SETD2_Ex_3
chr3:47161902-47162022	SETD2_Ex_3
chr3:47162022-47162142	SETD2_Ex_3
chr3:47162142-47162262	SETD2_Ex_3
chr3:47162262-47162382	SETD2_Ex_3
chr3:47162382-47162502	SETD2_Ex_3
chr3:47162502-47162622	SETD2_Ex_3
chr3:47162622-47162742	SETD2_Ex_3
chr3:47162742-47162862	SETD2_Ex_3
chr3:47162862-47162982	SETD2_Ex_3
chr3:47162982-47163102	SETD2_Ex_3
chr3:47163102-47163222	SETD2_Ex_3
chr3:47163222-47163342	SETD2_Ex_3
chr3:47163342-47163462	SETD2_Ex_3
chr3:47163462-47163582	SETD2_Ex_3
chr3:47163582-47163702	SETD2_Ex_3
chr3:47163702-47163822	SETD2_Ex_3
chr3:47163822-47163942	SETD2_Ex_3
chr3:47163942-47164062	SETD2_Ex_3
chr3:47164062-47164182	SETD2_Ex_3
chr3:47164182-47164302	SETD2_Ex_3
chr3:47164302-47164422	SETD2_Ex_3
chr3:47164422-47164542	SETD2_Ex_3
chr3:47164542-47164662	SETD2_Ex_3
chr3:47164662-47164782	SETD2_Ex_3
chr3:47164782-47164902	SETD2_Ex_3
chr3:47164902-47165022	SETD2_Ex_3
chr3:47165022-47165142	SETD2_Ex_3
chr3:47165142-47165262	SETD2_Ex_3
chr3:47165262-47165382	SETD2_Ex_3
chr3:47165382-47165502	SETD2_Ex_3
chr3:47165502-47165622	SETD2_Ex_3
chr3:47165622-47165742	SETD2_Ex_3
chr3:47165742-47165862	SETD2_Ex_3
chr3:47165862-47165982	SETD2_Ex_3
chr3:47165982-47166102	SETD2_Ex_3
chr3:47168068-47168188	SETD2_Ex_2
chr3:47205314-47205434	SETD2_Ex_1
chr3:47606511-47606630	chr3p21.31
chr3:48486714-48486833	chr3p21.31
chr3:50615480-50615599	chr3p21.2
chr3:51626390-51626509	chr3p21.2
chr3:52338793-52338912	chr3p21.1
chr3:53272255-53272374	chr3p21.1
chr3:53886853-53886972	chr3p21.1
chr3:55065708-55065827	chr3p14.3
chr3:56007297-56007416	chr3p14.3
chr3:57160253-57160372	chr3p14.3
chr3:57837020-57837139	chr3p14.3
chr3:58609871-58609990	chr3p14.2
chr3:59904752-59904871	chr3p14.2
chr3:60511074-60511193	chr3p14.2
chr3:61143722-61143841	chr3p14.2
chr3:62002786-62002905	chr3p14.2
chr3:63264476-63264595	chr3p14.2
chr3:64121231-64121350	chr3p14.1
chr3:65243919-65244038	chr3p14.1
chr3:66136804-66136923	chr3p14.1
chr3:66843707-66843826	chr3p14.1
chr3:67731827-67731946	chr3p14.1
chr3:68599442-68599561	chr3p14.1
chr3:69274255-69274374	chr3p14.1
chr3:70697435-70697554	chr3p13
chr3:71300508-71300627	chr3p13
chr3:71944184-71944303	chr3p13
chr3:72550861-72550980	chr3p13
chr3:73736062-73736181	chr3p13
chr3:74549600-74549719	chr3p12.3
chr3:75540098-75540217	chr3p12.3
chr3:76471996-76472115	chr3p12.3
chr3:77386796-77386915	chr3p12.3
chr3:78324905-78325024	chr3p12.3
chr3:79472081-79472200	chr3p12.3
chr3:81029175-81029294	chr3p12.2
chr3:81713531-81713650	chr3p12.2
chr3:82464311-82464430	chr3p12.2
chr3:84004636-84004755	chr3p12.1
chr3:84659665-84659784	chr3p12.1
chr3:86050547-86050666	chr3p12.1
chr3:86722764-86722883	chr3p12.1
chr3:87648704-87648823	chr3p11.2
chr3:88497975-88498094	chr3p11.1
chr3:89106770-89106889	chr3p11.1
chr3:93707571-93707690	chr3q11.1
chr3:94645726-94645845	chr3q11.2
chr3:95704156-95704275	chr3q11.2
chr3:97496596-97496715	chr3q11.2
chr3:98153019-98153138	chr3q11.2
chr3:99158559-99158678	chr3q12.1
chr3:100034790-100034909	chr3q12.2
chr3:100843088-100843207	chr3q12.2
chr3:101890836-101890955	chr3q12.3
chr3:102857272-102857391	chr3q13.11
chr3:103556936-103557055	chr3q13.11
chr3:104643059-104643178	chr3q13.11
chr3:105348826-105348945	chr3q13.11
chr3:105438861-105438981	CBLB_Ex_10
chr3:105438981-105439101	CBLB_Ex_10
chr3:105452803-105452923	CBLB_Ex_9
chr3:105452923-105453043	CBLB_Ex_9
chr3:105455995-105456115	CBLB_Ex_8
chr3:105459288-105459408	CBLB_Ex_7
chr3:105459408-105459528	CBLB_Ex_7
chr3:106247873-106247992	chr3q13.12
chr3:107084542-107084661	chr3q13.12
chr3:107765333-107765452	chr3q13.12
chr3:109265901-109266020	chr3q13.13
chr3:110118763-110118882	chr3q13.13
chr3:111032935-111033054	chr3q13.13
chr3:112105804-112105923	chr3q13.2
chr3:113156249-113156368	chr3q13.2
chr3:113786184-113786303	chr3q13.31
chr3:115100869-115100988	chr3q13.31
chr3:115857611-115857730	chr3q13.31
chr3:116496692-116496811	chr3q13.31
chr3:117132160-117132279	chr3q13.31
chr3:118003418-118003537	chr3q13.32
chr3:118607087-118607206	chr3q13.32
chr3:119210131-119210250	chr3q13.33
chr3:119990759-119990878	chr3q13.33
chr3:122211663-122211782	chr3q21.1
chr3:122839817-122839936	chr3q21.1
chr3:123518329-123518448	chr3q21.1
chr3:124927909-124928028	chr3q21.2
chr3:125829593-125829712	chr3q21.3
chr3:126483097-126483216	chr3q21.3
chr3:127402959-127403078	chr3q21.3
chr3:128199842-128199962	GATA2_Ex_6
chr3:128199962-128200082	GATA2_Ex_6
chr3:128200082-128200202	GATA2_Ex_6
chr3:128200642-128200762	GATA2_Ex_5
chr3:128200762-128200882	GATA2_Ex_5
chr3:128202653-128202773	GATA2_Ex_4
chr3:128202773-128202893	GATA2_Ex_4
chr3:128204560-128204680	GATA2_Ex_3
chr3:128204680-128204800	GATA2_Ex_3
chr3:128204800-128204920	GATA2_Ex_3
chr3:128204920-128205040	GATA2_Ex_3
chr3:128205040-128205160	GATA2_Ex_3
chr3:128205160-128205280	GATA2_Ex_3
chr3:128205636-128205756	GATA2_Ex_2
chr3:128205756-128205876	GATA2_Ex_2
chr3:128580515-128580634	chr3q21.3
chr3:129711743-129711862	chr3q22.1
chr3:130559257-130559376	chr3q22.1
chr3:131171882-131172001	chr3q22.1
chr3:132221017-132221136	chr3q22.1
chr3:133073668-133073787	chr3q22.1
chr3:134108480-134108599	chr3q22.2
chr3:134879495-134879614	chr3q22.2
chr3:136677413-136677532	chr3q22.3
chr3:137573248-137573367	chr3q22.3
chr3:138174247-138174366	chr3q22.3
chr3:138841378-138841497	chr3q23
chr3:140020635-140020754	chr3q23
chr3:140998155-140998274	chr3q23
chr3:142710005-142710124	chr3q23
chr3:143692903-143693022	chr3q24
chr3:144484554-144484673	chr3q24
chr3:145907694-145907813	chr3q24
chr3:146601770-146601889	chr3q24
chr3:147963064-147963183	chr3q24
chr3:148686582-148686701	chr3q24
chr3:150187255-150187374	chr3q25.1
chr3:150810486-150810605	chr3q25.1
chr3:152022831-152022950	chr3q25.1
chr3:152631670-152631789	chr3q25.2
chr3:153525352-153525471	chr3q25.2
chr3:154135426-154135545	chr3q25.2
chr3:155031096-155031215	chr3q25.31
chr3:156009555-156009674	chr3q25.31
chr3:157154802-157154921	chr3q25.32
chr3:158050137-158050256	chr3q25.32
chr3:158833384-158833503	chr3q25.32
chr3:159535117-159535236	chr3q25.33
chr3:160412116-160412235	chr3q25.33
chr3:161047915-161048034	chr3q26.1
chr3:162272600-162272719	chr3q26.1
chr3:163157323-163157442	chr3q26.1
chr3:163758954-163759073	chr3q26.1
chr3:164370681-164370800	chr3q26.1
chr3:164972781-164972900	chr3q26.1
chr3:166119644-166119763	chr3q26.1
chr3:167066666-167066785	chr3q26.1
chr3:167903774-167903893	chr3q26.2
chr3:168581432-168581551	chr3q26.2
chr3:169462764-169462883	chr3q26.2
chr3:170980810-170980929	chr3q26.31
chr3:172185599-172185718	chr3q26.31
chr3:173112982-173113101	chr3q26.31
chr3:173995869-173995988	chr3q26.31
chr3:175189659-175189778	chr3q26.31
chr3:176049998-176050117	chr3q26.32
chr3:177307583-177307702	chr3q26.32
chr3:178492152-178492271	chr3q26.32
chr3:179691638-179691757	chr3q26.33
chr3:180539333-180539452	chr3q26.33
chr3:181222609-181222728	chr3q26.33
chr3:182426149-182426268	chr3q26.33
chr3:183637786-183637905	chr3q27.1
chr3:184523554-184523673	chr3q27.2
chr3:185428646-185428765	chr3q27.2
chr3:186038586-186038705	chr3q27.3
chr3:186958983-186959102	chr3q27.3
chr3:188177568-188177687	chr3q28
chr3:189049709-189049828	chr3q28
chr3:189950907-189951026	chr3q28
chr3:190567879-190567998	chr3q28
chr3:191470906-191471025	chr3q28
chr3:192087225-192087344	chr3q28
chr3:193266400-193266519	chr3q29
chr3:194233441-194233560	chr3q29
chr3:194906173-194906292	chr3q29
chr3:195674198-195674317	chr3q29
chr3:196358784-196358903	chr3q29
chr3:197779114-197779233	chr3q29
chr4:663849-663968	chr4p16.3
chr4:1353262-1353381	chr4p15.33
chr4:2269318-2269437	chr4p16.3
chr4:2938592-2938711	chr4p16.3
chr4:3753358-3753477	chr4p16.3
chr4:4557191-4557310	chr4p16.2
chr4:5678630-5678749	chr4p16.2
chr4:6725724-6725843	chr4p16.1
chr4:8047740-8047859	chr4p16.1
chr4:8883466-8883585	chr4p16.1
chr4:9995792-9995911	chr4p16.1
chr4:10693171-10693290	chr4p16.1
chr4:11747239-11747358	chr4p15.33
chr4:12355148-12355267	chr4p15.33
chr4:13151881-13152000	chr4p15.33
chr4:13788160-13788279	chr4p15.33
chr4:14945426-14945545	chr4p15.33
chr4:15849927-15850046	chr4p15.32
chr4:16655299-16655418	chr4p15.32
chr4:17943416-17943535	chr4p15.31
chr4:18798785-18798904	chr4p15.31
chr4:19599178-19599297	chr4p15.31
chr4:20211877-20211996	chr4p15.31
chr4:20985079-20985198	chr4p15.31
chr4:22141171-22141290	chr4p15.2
chr4:23351053-23351172	chr4p15.2
chr4:24134372-24134491	chr4p15.2
chr4:24529507-24529627	DHX15_Ex_14
